Symbol,Signal Date,Current Price,Signal,SMA,Volume,Volume Highest,Price Change %,Volume Change %,Days Since Signal,Signal Day Open-Close $,Signal Day Open-Close %,Performance Since Signal %
MAGS,2025-09-01,61.21,Buy,60.04,14266294,11766600,1.95,21.24,0,2.55,4.35,0.00
